"Dataset_ID","R_Time","D1_node","Query_ID","SOLR_Index_Type","Run_ID","Ontology_Set_ID"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/394/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/394/16",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/394/15",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.394.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.394.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.394.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.394.16",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.394.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.394.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.394.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.394.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.394.8",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.394.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.394.15",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.394.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.394.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.394.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.424.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.420.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.416.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.416.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.416.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.420.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.420.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.420.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.416.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.424.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.416.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.424.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.424.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.416.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.416.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.416.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.424.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.420.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.420.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.420.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.420.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.416.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.424.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.420.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.424.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.416.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.424.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.424.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.416.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.420.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.420.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.416.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.420.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.424.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.424.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.424.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/416/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/416/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/416/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/420/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/420/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/420/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/424/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/424/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/424/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.403.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.403.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.403.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.404.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.404.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.403.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.404.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.404.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.404.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.404.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.404.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.404.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.403.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.404.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.404.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.403.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.403.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.404.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.404.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.403.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.403.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.403.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.403.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/404/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/403/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/404/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/404/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.403.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/403/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/403/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.415.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.415.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.401.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.415.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.419.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.415.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.402.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.423.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.419.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.423.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.419.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.423.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.419.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.423.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.415.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.423.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.402.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.401.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.401.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.419.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.415.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.401.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.423.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.402.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.419.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.402.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.423.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.401.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.419.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.419.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.402.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.423.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.415.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.401.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.402.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.402.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.401.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.419.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.423.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.415.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.401.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.415.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.419.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.423.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.402.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.415.10",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.423.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.401.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.402.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.402.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.402.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.401.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.423.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.419.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.415.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.401.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.401.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.415.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.402.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.419.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/415/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/415/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/415/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/419/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/419/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/419/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/423/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/423/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/423/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/402/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/401/14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/401/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/401/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/402/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/402/11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/395/13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/395/16",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/395/15",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"https://pasta.lternet.edu/package/metadata/eml/knb-lter-nwt/158/1",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.395.5",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.395.2",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.395.9",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.395.3",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.395.7",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.395.8",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.395.15",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.395.4",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.395.13",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-bnz.395.6",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.395.16",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.395.14",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.395.12",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"knb-lter-bnz.395.11",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-sev.20506.1",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
"doi:10.6073/AA/knb-lter-sev.20606.1",2015-10-12,"CN-Sanbox2","q1_1","full_text",2015-10-12 14:27:28,"None"
